geocodigo,edad,poblacion
16105032004,6 a 14,23
16105032016,6 a 14,9
16105042004,6 a 14,0
16105042008,6 a 14,8
16105042021,6 a 14,11
16105042901,6 a 14,8
16105052001,6 a 14,4
16105052002,6 a 14,0
16105052010,6 a 14,7
16105052013,6 a 14,5
16105052022,6 a 14,0
16105052031,6 a 14,0
16105052901,6 a 14,0
16105061001,6 a 14,4
16105062001,6 a 14,0
16105062007,6 a 14,21
16105062012,6 a 14,0
16105062013,6 a 14,0
16105062015,6 a 14,13
16105062031,6 a 14,0
16105062901,6 a 14,15
16105072006,6 a 14,0
16105072026,6 a 14,4
16105072030,6 a 14,26
16105082009,6 a 14,0
16105082011,6 a 14,0
16105082025,6 a 14,151
16105082026,6 a 14,5
16105091001,6 a 14,13
16105092006,6 a 14,0
16105092009,6 a 14,33
16105092025,6 a 14,0
16105092030,6 a 14,11
16105092901,6 a 14,0
16105991999,6 a 14,0
16106011001,6 a 14,199
16106012004,6 a 14,0
16106012008,6 a 14,70
16106012012,6 a 14,0
16106012013,6 a 14,37
16106012017,6 a 14,16
16106012018,6 a 14,0
16106021001,6 a 14,211
16106022002,6 a 14,0
16106022019,6 a 14,11
16106022020,6 a 14,0
16106022021,6 a 14,57
16106022022,6 a 14,0
16106022026,6 a 14,54
16106032004,6 a 14,0
16106032006,6 a 14,0
16106032015,6 a 14,0
16106032027,6 a 14,0
16106032028,6 a 14,0
16106032029,6 a 14,18
16106032030,6 a 14,0
16106042004,6 a 14,0
16106042005,6 a 14,0
16106042006,6 a 14,42
16106042007,6 a 14,18
16106042012,6 a 14,0
16106042014,6 a 14,5
16106042016,6 a 14,0
16106051001,6 a 14,84
16106051002,6 a 14,35
16106052003,6 a 14,4
16106052005,6 a 14,56
16106052009,6 a 14,0
16106052010,6 a 14,0
16106052011,6 a 14,29
16106052024,6 a 14,5
16106062001,6 a 14,0
16106991999,6 a 14,4
16107011001,6 a 14,451
16107011002,6 a 14,385
16107011004,6 a 14,148
16107012003,6 a 14,0
16107012008,6 a 14,52
16107012013,6 a 14,16
16107012014,6 a 14,0
16107012030,6 a 14,7
16107012036,6 a 14,0
16107012901,6 a 14,11
16107022004,6 a 14,31
16107022005,6 a 14,44
16107022011,6 a 14,0
16107022012,6 a 14,52
16107022015,6 a 14,12
16107022016,6 a 14,9
16107022017,6 a 14,35
16107022018,6 a 14,12
16107022020,6 a 14,5
16107022021,6 a 14,31
16107022028,6 a 14,8
16107032001,6 a 14,0
16107032006,6 a 14,0
16107032007,6 a 14,0
16107032034,6 a 14,0
16107032901,6 a 14,0
16107042025,6 a 14,0
16107042033,6 a 14,0
16107042035,6 a 14,0
16107042901,6 a 14,14
16107051001,6 a 14,8
16107052002,6 a 14,0
16107052010,6 a 14,0
16107052014,6 a 14,0
16107052017,6 a 14,0
16107052901,6 a 14,0
16107061001,6 a 14,4
16107062010,6 a 14,41
16107062024,6 a 14,12
16107062027,6 a 14,0
16107062031,6 a 14,23
16107062032,6 a 14,0
16107991999,6 a 14,10
16108011001,6 a 14,222
16108012003,6 a 14,14
16108012011,6 a 14,11
16108012023,6 a 14,0
16108012025,6 a 14,9
16108012026,6 a 14,0
16108012031,6 a 14,53
16108022004,6 a 14,11
16108022008,6 a 14,0
16108022012,6 a 14,0
16108022014,6 a 14,0
16108022025,6 a 14,0
16108032013,6 a 14,4
16108032015,6 a 14,6
16108032020,6 a 14,4
16108032024,6 a 14,7
16108032025,6 a 14,8
16108032027,6 a 14,0
16108032032,6 a 14,88
16108032033,6 a 14,0
16108042003,6 a 14,5
16108042006,6 a 14,20
16108042018,6 a 14,0
16108042024,6 a 14,0
16108042026,6 a 14,0
16108042034,6 a 14,56
16108042037,6 a 14,9
16108042038,6 a 14,23
16108042901,6 a 14,0
16108051001,6 a 14,171
16108051002,6 a 14,68
16108052001,6 a 14,55
16108052011,6 a 14,25
16108052016,6 a 14,17
16108052017,6 a 14,101
16108052022,6 a 14,45
16108052026,6 a 14,13
16108052028,6 a 14,10
16108052029,6 a 14,19
16108052030,6 a 14,28
16108052037,6 a 14,15
16108061001,6 a 14,166
16108061002,6 a 14,0
16108062002,6 a 14,41
16108062003,6 a 14,12
16108062005,6 a 14,7
16108062009,6 a 14,0
16108062010,6 a 14,20
16108062019,6 a 14,0
16108062021,6 a 14,24
16108062028,6 a 14,0
16108062029,6 a 14,0
16108062035,6 a 14,20
16108062036,6 a 14,33
16108062901,6 a 14,13
16108991999,6 a 14,0
16109011001,6 a 14,705
16109011002,6 a 14,367
16109012012,6 a 14,5
16109012026,6 a 14,0
16109012045,6 a 14,0
16109012056,6 a 14,0
16109012901,6 a 14,0
16109021001,6 a 14,14
16109022004,6 a 14,0
16109022007,6 a 14,0
16109022029,6 a 14,7
16109022036,6 a 14,15
16109022040,6 a 14,0
16109022901,6 a 14,4
16109031001,6 a 14,37
16109032012,6 a 14,0
16109032025,6 a 14,0
16109032028,6 a 14,0
16109032041,6 a 14,0
16109032042,6 a 14,0
16109032901,6 a 14,0
16109041001,6 a 14,75
16109042012,6 a 14,0
16109042013,6 a 14,10
16109042024,6 a 14,0
16109042025,6 a 14,0
16109042027,6 a 14,0
16109042028,6 a 14,0
16109042035,6 a 14,0
16109042042,6 a 14,13
16109042043,6 a 14,0
16109042901,6 a 14,0
16109052010,6 a 14,0
16109052901,6 a 14,8
16109062050,6 a 14,0
16109062901,6 a 14,0
16109072001,6 a 14,0
16109072015,6 a 14,0
16109072022,6 a 14,0
16109072033,6 a 14,6
16109072901,6 a 14,0
16109081001,6 a 14,34
16109082008,6 a 14,15
16109082011,6 a 14,0
16109082014,6 a 14,0
16109082031,6 a 14,0
16109082046,6 a 14,0
16109082901,6 a 14,0
16109091001,6 a 14,153
16109092002,6 a 14,5
16109092005,6 a 14,45
16109092038,6 a 14,57
16109092047,6 a 14,32
16109101001,6 a 14,86
16109102002,6 a 14,11
16109102005,6 a 14,16
16109102016,6 a 14,45
16109102019,6 a 14,10
16109102021,6 a 14,0
16109102023,6 a 14,14
16109102051,6 a 14,0
16109102053,6 a 14,0
16109102901,6 a 14,0
16109991999,6 a 14,25
16201011001,6 a 14,573
16201011002,6 a 14,157
16201011003,6 a 14,230
16201012014,6 a 14,0
16201012018,6 a 14,4
16201012037,6 a 14,0
16201012055,6 a 14,0
16201012062,6 a 14,0
16201012063,6 a 14,0
16201012901,6 a 14,0
16201022002,6 a 14,0
16201022010,6 a 14,0
16201022014,6 a 14,0
16201022020,6 a 14,0
16201022022,6 a 14,4
16201022024,6 a 14,0
16201022026,6 a 14,5
16201022031,6 a 14,0
16201022032,6 a 14,11
16201022036,6 a 14,0
16201022043,6 a 14,0
16201022045,6 a 14,0
16201022049,6 a 14,0
16201022059,6 a 14,0
16201022062,6 a 14,6
16201022067,6 a 14,0
16201022069,6 a 14,0
16201022070,6 a 14,0
16201022072,6 a 14,0
16201022078,6 a 14,0
16201022079,6 a 14,0
16201022080,6 a 14,0
16201022083,6 a 14,0
16201022901,6 a 14,0
16201032004,6 a 14,0
16201032006,6 a 14,0
16201032009,6 a 14,0
16201032010,6 a 14,5
16201032033,6 a 14,0
16201032053,6 a 14,0
16201032083,6 a 14,0
16201032901,6 a 14,0
16201041001,6 a 14,4
16201041002,6 a 14,4
16201042021,6 a 14,0
16201042029,6 a 14,0
16201042048,6 a 14,0
16201042064,6 a 14,0
16201042077,6 a 14,0
16201042084,6 a 14,0
16201042901,6 a 14,0
16201052001,6 a 14,0
16201052003,6 a 14,0
16201052012,6 a 14,10
16201052013,6 a 14,0
16201052019,6 a 14,0
16201052025,6 a 14,0
16201052030,6 a 14,0
16201052039,6 a 14,0
16201052040,6 a 14,0
16201052041,6 a 14,0
16201052048,6 a 14,0
16201052050,6 a 14,0
16201052065,6 a 14,0
16201052068,6 a 14,0
16201052073,6 a 14,0
16201052075,6 a 14,0
16201052084,6 a 14,0
16201052901,6 a 14,0
16201062015,6 a 14,0
16201062017,6 a 14,0
16201062023,6 a 14,0
16201062027,6 a 14,0
16201062035,6 a 14,0
16201062041,6 a 14,0
16201062058,6 a 14,0
16201062077,6 a 14,0
16201062081,6 a 14,8
16201062082,6 a 14,0
16201062084,6 a 14,0
16201062901,6 a 14,0
16201991999,6 a 14,0
16202012002,6 a 14,55
16202012005,6 a 14,0
16202012012,6 a 14,10
16202012015,6 a 14,0
16202012029,6 a 14,0
16202012033,6 a 14,0
16202012044,6 a 14,0
16202012046,6 a 14,0
16202012055,6 a 14,0
16202012901,6 a 14,0
16202021001,6 a 14,110
16202022002,6 a 14,0
16202022003,6 a 14,4
16202022006,6 a 14,0
16202022010,6 a 14,0
16202022016,6 a 14,0
16202022017,6 a 14,0
16202022022,6 a 14,0
16202022023,6 a 14,0
16202022024,6 a 14,0
16202022025,6 a 14,0
16202022026,6 a 14,0
16202022029,6 a 14,0
16202022032,6 a 14,0
16202022034,6 a 14,4
16202022037,6 a 14,0
16202022038,6 a 14,0
16202022041,6 a 14,0
16202022045,6 a 14,0
16202022047,6 a 14,0
16202022051,6 a 14,0
16202022052,6 a 14,0
16202022901,6 a 14,4
16202032022,6 a 14,0
16202032024,6 a 14,0
16202032031,6 a 14,0
16202032038,6 a 14,11
16202032045,6 a 14,0
16202032052,6 a 14,0
16202032053,6 a 14,12
16202032901,6 a 14,0
16202042004,6 a 14,0
16202042009,6 a 14,0
16202042011,6 a 14,5
16202042019,6 a 14,0
16202042021,6 a 14,0
16202042027,6 a 14,0
16202042039,6 a 14,0
16202042049,6 a 14,0
16202042053,6 a 14,0
16202042054,6 a 14,0
16202042901,6 a 14,0
16202052001,6 a 14,0
16202052008,6 a 14,0
16202052035,6 a 14,0
16202052043,6 a 14,0
16202052048,6 a 14,0
16202052050,6 a 14,0
16202052901,6 a 14,0
16202991999,6 a 14,0
16203011001,6 a 14,597
16203011002,6 a 14,243
16203012003,6 a 14,0
16203012004,6 a 14,9
16203012005,6 a 14,7
16203012008,6 a 14,0
16203012019,6 a 14,16
16203012024,6 a 14,28
16203012039,6 a 14,0
16203012040,6 a 14,9
16203012901,6 a 14,39
16203021001,6 a 14,89
16203022002,6 a 14,0
16203022006,6 a 14,4
16203022013,6 a 14,0
16203022017,6 a 14,0
16203022019,6 a 14,87
16203022020,6 a 14,18
16203022021,6 a 14,0
16203022022,6 a 14,18
16203022030,6 a 14,0
16203022031,6 a 14,0
16203022033,6 a 14,13
16203022037,6 a 14,31
16203022041,6 a 14,10
16203022901,6 a 14,0
16203031001,6 a 14,294
16203032001,6 a 14,0
16203032011,6 a 14,0
16203032012,6 a 14,0
16203032014,6 a 14,6
16203032016,6 a 14,0
16203032031,6 a 14,0
16203032032,6 a 14,0
16203032034,6 a 14,0
16203032035,6 a 14,0
16203032036,6 a 14,11
16203032901,6 a 14,0
16203042010,6 a 14,0
16203042023,6 a 14,0
16203042025,6 a 14,8
16203042026,6 a 14,0
16203042027,6 a 14,14
16203042028,6 a 14,63
16203042029,6 a 14,0
16203042042,6 a 14,11
16203042901,6 a 14,0
16203991999,6 a 14,11
16204012002,6 a 14,0
16204012007,6 a 14,4
16204012008,6 a 14,35
16204012013,6 a 14,0
16204012015,6 a 14,14
16204012017,6 a 14,33
16204012019,6 a 14,0
16204012021,6 a 14,0
16204012023,6 a 14,0
16204012024,6 a 14,0
16204012025,6 a 14,0
16204021001,6 a 14,122
16204022001,6 a 14,0
16204022002,6 a 14,0
16204022004,6 a 14,8
16204022007,6 a 14,15
16204022016,6 a 14,0
16204022018,6 a 14,24
16204022021,6 a 14,21
16204022024,6 a 14,13
16204022027,6 a 14,0
16204022901,6 a 14,0
16204032006,6 a 14,9
16204032020,6 a 14,28
16204032022,6 a 14,0
16204032901,6 a 14,0
16204042010,6 a 14,0
16204042011,6 a 14,0
16204042026,6 a 14,0
16204042027,6 a 14,0
16204042901,6 a 14,0
16204991999,6 a 14,0
16205011001,6 a 14,139
16205012001,6 a 14,19
16205012002,6 a 14,21
16205012003,6 a 14,0
16205012007,6 a 14,9
16205012008,6 a 14,0
16205012009,6 a 14,0
16205012013,6 a 14,0
16205012016,6 a 14,0
16205012018,6 a 14,16
16205012021,6 a 14,0
16205012023,6 a 14,0
16205012901,6 a 14,0
16205022005,6 a 14,32
16205022006,6 a 14,0
16205022011,6 a 14,0
16205022020,6 a 14,0
16205022901,6 a 14,0
16205032004,6 a 14,30
16205032009,6 a 14,0
16205032010,6 a 14,0
16205032012,6 a 14,24
16205032013,6 a 14,9
16205032014,6 a 14,10
16205032015,6 a 14,0
16205032016,6 a 14,0
16205032017,6 a 14,13
16205032018,6 a 14,0
16205032901,6 a 14,0
16205991999,6 a 14,0
16206011001,6 a 14,116
16206012005,6 a 14,0
16206012006,6 a 14,28
16206012009,6 a 14,8
16206012013,6 a 14,16
16206012018,6 a 14,0
16206012019,6 a 14,0
16206012022,6 a 14,26
16206012023,6 a 14,0
16206012024,6 a 14,31
16206012025,6 a 14,0
16206012026,6 a 14,0
16206012029,6 a 14,0
16206012031,6 a 14,16
16206012032,6 a 14,0
16206012033,6 a 14,0
16206012036,6 a 14,0
16206012037,6 a 14,12
16206012038,6 a 14,0
16206012901,6 a 14,0
16206022002,6 a 14,0
16206022004,6 a 14,0
16206022005,6 a 14,0
16206022011,6 a 14,0
16206022014,6 a 14,0
16206022015,6 a 14,0
16206022016,6 a 14,10
16206022020,6 a 14,0
16206022028,6 a 14,0
16206022030,6 a 14,0
16206022034,6 a 14,12
16206022035,6 a 14,0
16206022036,6 a 14,13
16206022901,6 a 14,0
16206032001,6 a 14,31
16206032002,6 a 14,0
16206032003,6 a 14,0
16206032007,6 a 14,0
16206032008,6 a 14,7
16206032012,6 a 14,0
16206032017,6 a 14,13
16206032021,6 a 14,0
16206032036,6 a 14,31
16206991999,6 a 14,0
16207012002,6 a 14,0
16207012012,6 a 14,0
16207012026,6 a 14,0
16207012029,6 a 14,0
16207012033,6 a 14,4
16207012035,6 a 14,0
16207012037,6 a 14,0
16207021001,6 a 14,215
16207022001,6 a 14,14
16207022003,6 a 14,0
16207022007,6 a 14,0
16207022010,6 a 14,0
16207022013,6 a 14,0
16207022014,6 a 14,12
16207022015,6 a 14,122
16207022016,6 a 14,0
16207022018,6 a 14,0
16207022019,6 a 14,0
16207022021,6 a 14,0
16207022023,6 a 14,0
16207022024,6 a 14,0
16207022025,6 a 14,38
16207022030,6 a 14,0
16207022031,6 a 14,0
16207022034,6 a 14,0
16207022036,6 a 14,9
16207022038,6 a 14,15
16207022039,6 a 14,0
16207022043,6 a 14,0
16207022901,6 a 14,0
16207032005,6 a 14,18
16207032007,6 a 14,0
16207032008,6 a 14,0
16207032011,6 a 14,4
16207032018,6 a 14,0
16207032020,6 a 14,0
16207032022,6 a 14,0
16207032027,6 a 14,21
16207032031,6 a 14,0
16207032032,6 a 14,0
16207032040,6 a 14,9
16207032041,6 a 14,7
16207032901,6 a 14,19
16301011001,6 a 14,397
16301011002,6 a 14,356
16301011003,6 a 14,298
16301011004,6 a 14,689
16301012004,6 a 14,0
16301012019,6 a 14,0
16301012026,6 a 14,0
16301012029,6 a 14,0
16301012032,6 a 14,0
16301012034,6 a 14,18
16301012036,6 a 14,0
16301012053,6 a 14,15
16301012054,6 a 14,5
16301012074,6 a 14,13
16301012075,6 a 14,0
16301021001,6 a 14,165
16301021002,6 a 14,186
16301021003,6 a 14,214
16301031001,6 a 14,375
16301032025,6 a 14,0
16301032046,6 a 14,39
16301032063,6 a 14,0
16301032065,6 a 14,0
16301032901,6 a 14,18
16301041001,6 a 14,624
16301041002,6 a 14,297
16301042017,6 a 14,10
16301042019,6 a 14,0
16301042030,6 a 14,11
16301042036,6 a 14,10
16301042048,6 a 14,0
16301042060,6 a 14,0
16301042063,6 a 14,0
16301042901,6 a 14,7
16301052011,6 a 14,8
16301052021,6 a 14,0
16301052041,6 a 14,0
16301052065,6 a 14,5
16301052067,6 a 14,30
16301052069,6 a 14,0
16301052901,6 a 14,5
16301061001,6 a 14,51
16301062011,6 a 14,0
16301062013,6 a 14,12
16301062041,6 a 14,94
16301062043,6 a 14,25
16301062046,6 a 14,0
16301062052,6 a 14,71
16301062057,6 a 14,26
16301062066,6 a 14,13
16301062067,6 a 14,0
16301072024,6 a 14,73
16301072033,6 a 14,15
16301072039,6 a 14,23
16301072043,6 a 14,46
16301072044,6 a 14,72
16301072062,6 a 14,0
16301072901,6 a 14,0
16301082003,6 a 14,117
16301082018,6 a 14,25
16301082047,6 a 14,14
16301082051,6 a 14,35
16301082055,6 a 14,93
16301082073,6 a 14,40
16301091001,6 a 14,19
16301092006,6 a 14,11
16301092022,6 a 14,0
16301092023,6 a 14,29
16301092025,6 a 14,0
16301092031,6 a 14,110
16301092038,6 a 14,23
16301092044,6 a 14,6
16301092045,6 a 14,33
16301092049,6 a 14,0
16301092056,6 a 14,11
16301092062,6 a 14,29
16301092068,6 a 14,0
16301092073,6 a 14,0
16301092901,6 a 14,7
16301101001,6 a 14,30
16301102001,6 a 14,0
16301102002,6 a 14,29
16301102005,6 a 14,72
16301102020,6 a 14,0
16301102023,6 a 14,37
16301102026,6 a 14,0
16301102038,6 a 14,49
16301102045,6 a 14,21
16301102049,6 a 14,16
16301102059,6 a 14,24
16301102060,6 a 14,16
16301112002,6 a 14,37
16301112026,6 a 14,4
16301112042,6 a 14,8
16301112064,6 a 14,10
16301112075,6 a 14,0
16301112901,6 a 14,0
16301122007,6 a 14,0
16301122008,6 a 14,0
16301122042,6 a 14,0
16301122074,6 a 14,0
16301122075,6 a 14,23
16301122901,6 a 14,12
16301132009,6 a 14,0
16301132010,6 a 14,11
16301132014,6 a 14,7
16301132015,6 a 14,0
16301132016,6 a 14,0
16301132035,6 a 14,0
16301132037,6 a 14,0
16301132050,6 a 14,0
16301132070,6 a 14,0
16301132071,6 a 14,0
16301132076,6 a 14,0
16301132078,6 a 14,0
16301132901,6 a 14,0
16301142012,6 a 14,0
16301142027,6 a 14,0
16301142061,6 a 14,0
16301142901,6 a 14,0
16301991999,6 a 14,14
16302011001,6 a 14,462
16302011002,6 a 14,499
16302012018,6 a 14,34
16302012025,6 a 14,23
16302012029,6 a 14,28
16302012037,6 a 14,82
16302012039,6 a 14,26
16302012041,6 a 14,21
16302021001,6 a 14,144
16302022015,6 a 14,0
16302022017,6 a 14,0
16302022020,6 a 14,40
16302022021,6 a 14,17
16302022024,6 a 14,0
16302022027,6 a 14,29
16302022035,6 a 14,13
16302022038,6 a 14,0
16302022042,6 a 14,0
16302022044,6 a 14,14
16302022049,6 a 14,113
16302032005,6 a 14,5
16302032010,6 a 14,31
16302032015,6 a 14,0
16302032017,6 a 14,5
16302032021,6 a 14,29
16302032022,6 a 14,16
16302032032,6 a 14,0
16302032038,6 a 14,45
16302032049,6 a 14,29
16302041001,6 a 14,55
16302042007,6 a 14,0
16302042012,6 a 14,31
16302042013,6 a 14,0
16302042015,6 a 14,7
16302042022,6 a 14,15
16302042027,6 a 14,0
16302042034,6 a 14,128
16302042045,6 a 14,0
16302042049,6 a 14,0
16302042050,6 a 14,123
16302042901,6 a 14,0
16302052013,6 a 14,33
16302052031,6 a 14,0
16302052043,6 a 14,12
16302062006,6 a 14,7
16302062023,6 a 14,0
16302062028,6 a 14,0
16302062051,6 a 14,0
16302072009,6 a 14,0
16302082019,6 a 14,0
16302082030,6 a 14,0
16302082053,6 a 14,0
16302092026,6 a 14,7
16302092033,6 a 14,133
16302092037,6 a 14,13
16302092901,6 a 14,19
16302102002,6 a 14,0
16302102003,6 a 14,218
16302112001,6 a 14,48
16302112002,6 a 14,6
16302112004,6 a 14,0
16302112014,6 a 14,41
16302112016,6 a 14,54
16302112036,6 a 14,0
16302112047,6 a 14,0
16302112048,6 a 14,13
16302112052,6 a 14,22
16302122008,6 a 14,10
16302122036,6 a 14,17
16302122046,6 a 14,60
16302122048,6 a 14,81
16302122052,6 a 14,52
16302991999,6 a 14,0
16303011001,6 a 14,74
16303012003,6 a 14,37
16303012006,6 a 14,0
16303012007,6 a 14,0
16303012014,6 a 14,9
16303012015,6 a 14,34
16303012022,6 a 14,39
16303012029,6 a 14,29
16303022005,6 a 14,18
16303022006,6 a 14,12
16303022007,6 a 14,11
16303022018,6 a 14,23
16303022020,6 a 14,0
16303022032,6 a 14,20
16303022037,6 a 14,35
16303022038,6 a 14,33
16303022042,6 a 14,112
16303032004,6 a 14,23
16303032006,6 a 14,52
16303032010,6 a 14,24
16303032011,6 a 14,20
16303032012,6 a 14,0
16303032017,6 a 14,86
16303032021,6 a 14,43
16303032022,6 a 14,0
16303032023,6 a 14,0
16303032034,6 a 14,35
16303032035,6 a 14,0
16303032037,6 a 14,0
16303032039,6 a 14,28
16303032040,6 a 14,49
16303032041,6 a 14,88
16303042013,6 a 14,0
16303042016,6 a 14,19
16303042023,6 a 14,0
16303042026,6 a 14,28
16303042027,6 a 14,0
16303042029,6 a 14,31
16303042036,6 a 14,5
16303052013,6 a 14,8
16303052025,6 a 14,0
16303052030,6 a 14,0
16303052031,6 a 14,0
16303052901,6 a 14,0
16303062001,6 a 14,0
16303062002,6 a 14,0
16303062008,6 a 14,0
16303062009,6 a 14,0
16303062028,6 a 14,11
16303991999,6 a 14,0
16304012005,6 a 14,0
16304012007,6 a 14,9
16304012008,6 a 14,0
16304012015,6 a 14,30
16304012901,6 a 14,9
16304022002,6 a 14,17
16304022019,6 a 14,49
16304031001,6 a 14,117
16304032003,6 a 14,32
16304032004,6 a 14,0
16304032009,6 a 14,0
16304032010,6 a 14,36
16304032011,6 a 14,0
16304032016,6 a 14,0
16304032018,6 a 14,0
16304042001,6 a 14,7
16304042013,6 a 14,31
16304042014,6 a 14,0
16304042017,6 a 14,0
16304052006,6 a 14,0
16304052014,6 a 14,0
16304052017,6 a 14,0
16304991999,6 a 14,0
16305012002,6 a 14,8
16305012006,6 a 14,0
16305012022,6 a 14,0
16305012026,6 a 14,20
16305012028,6 a 14,0
16305012030,6 a 14,12
16305012032,6 a 14,11
16305012046,6 a 14,4
16305021001,6 a 14,288
16305022003,6 a 14,0
16305022010,6 a 14,0
16305022019,6 a 14,0
16305022025,6 a 14,8
16305022030,6 a 14,0
16305022032,6 a 14,20
16305022038,6 a 14,0
16305022046,6 a 14,9
16305022047,6 a 14,0
16305022048,6 a 14,0
16305022056,6 a 14,0
16305022059,6 a 14,0
16305022062,6 a 14,0
16305022901,6 a 14,10
16305032005,6 a 14,0
16305032008,6 a 14,0
16305032010,6 a 14,0
16305032013,6 a 14,0
16305032019,6 a 14,0
16305032024,6 a 14,0
16305032043,6 a 14,0
16305032901,6 a 14,0
16305042005,6 a 14,0
16305042014,6 a 14,8
16305042035,6 a 14,17
16305042039,6 a 14,0
16305042045,6 a 14,0
16305042049,6 a 14,0
16305042051,6 a 14,4
16305042060,6 a 14,0
16305042901,6 a 14,0
16305052015,6 a 14,6
16305052016,6 a 14,37
16305052020,6 a 14,0
16305052023,6 a 14,0
16305052027,6 a 14,0
16305052031,6 a 14,35
16305052033,6 a 14,0
16305052036,6 a 14,30
16305052044,6 a 14,28
16305052050,6 a 14,0
16305052053,6 a 14,0
16305061001,6 a 14,206
16305062001,6 a 14,0
16305062004,6 a 14,17
16305062009,6 a 14,0
16305062012,6 a 14,62
16305062015,6 a 14,27
16305062023,6 a 14,0
16305062029,6 a 14,59
16305062037,6 a 14,0
16305062044,6 a 14,15
16305062054,6 a 14,4
16305062057,6 a 14,12
16305062901,6 a 14,0
16305072006,6 a 14,0
16305072007,6 a 14,0
16305072011,6 a 14,21
16305072017,6 a 14,9
16305072018,6 a 14,0
16305072034,6 a 14,15
16305072040,6 a 14,8
16305072041,6 a 14,25
16305072901,6 a 14,11
01101011001,15 a 64,1787
01101011002,15 a 64,997
01101021001,15 a 64,697
01101021002,15 a 64,42
01101021003,15 a 64,1980
01101021004,15 a 64,1619
01101021005,15 a 64,3074
01101031001,15 a 64,1870
01101031002,15 a 64,2401
01101031003,15 a 64,3464
01101031004,15 a 64,2346
01101041001,15 a 64,1188
01101041002,15 a 64,1696
01101041003,15 a 64,2632
01101041004,15 a 64,3881
01101041005,15 a 64,2797
01101041006,15 a 64,1778
01101051001,15 a 64,2369
01101051002,15 a 64,3076
01101051003,15 a 64,3154
01101051004,15 a 64,1342
01101051005,15 a 64,2393
01101051006,15 a 64,1882
01101061001,15 a 64,1182
01101061002,15 a 64,3324
01101061003,15 a 64,3448
01101061004,15 a 64,2991
01101061005,15 a 64,1615
01101071001,15 a 64,1683
01101071002,15 a 64,1982
01101071003,15 a 64,2633
01101071004,15 a 64,1334
01101081001,15 a 64,3613
01101081002,15 a 64,2379
01101081003,15 a 64,1535
01101081004,15 a 64,1779
01101092001,15 a 64,57
01101092004,15 a 64,19
01101092005,15 a 64,53
01101092006,15 a 64,430
01101092007,15 a 64,61
01101092010,15 a 64,290
01101092012,15 a 64,38
01101092014,15 a 64,15
01101092016,15 a 64,15
01101092017,15 a 64,0
01101092018,15 a 64,56
01101092019,15 a 64,21
01101092020,15 a 64,0
01101092021,15 a 64,22
01101092022,15 a 64,20
01101092023,15 a 64,211
01101092024,15 a 64,10
01101092901,15 a 64,26
01101101001,15 a 64,1834
01101101002,15 a 64,2936
01101101003,15 a 64,3051
01101101004,15 a 64,2364
01101101005,15 a 64,3378
01101101006,15 a 64,2550
01101111001,15 a 64,2657
01101111002,15 a 64,1606
01101111003,15 a 64,3379
01101111004,15 a 64,3215
01101111005,15 a 64,3044
01101111006,15 a 64,2259
01101111007,15 a 64,3201
01101111008,15 a 64,3507
01101111009,15 a 64,3578
01101111010,15 a 64,269
01101111011,15 a 64,3038
01101111012,15 a 64,2005
01101111013,15 a 64,2399
01101111014,15 a 64,2039
01101112002,15 a 64,0
01101112003,15 a 64,26
01101112013,15 a 64,71
01101112019,15 a 64,34
01101112025,15 a 64,14
01101112901,15 a 64,0
01101991999,15 a 64,868
01107011001,15 a 64,2599
01107011002,15 a 64,2838
01107011003,15 a 64,5393
01107012003,15 a 64,0
01107012007,15 a 64,0
01107012009,15 a 64,0
01107012901,15 a 64,0
01107021001,15 a 64,4541
01107021002,15 a 64,2769
01107021003,15 a 64,4326
01107021004,15 a 64,3544
01107021005,15 a 64,3084
01107021006,15 a 64,2605
01107021007,15 a 64,3647
01107021008,15 a 64,3229
01107031001,15 a 64,2960
01107031002,15 a 64,4557
01107031003,15 a 64,3027
01107032005,15 a 64,30
01107032006,15 a 64,2370
01107032008,15 a 64,4
01107041001,15 a 64,2422
01107041002,15 a 64,3481
01107041003,15 a 64,2962
01107041004,15 a 64,3403
01107041005,15 a 64,2447
01107041006,15 a 64,2613
01107041007,15 a 64,3467
01107042002,15 a 64,0
01107991999,15 a 64,548
01401011001,15 a 64,1919
01401011002,15 a 64,4065
01401012001,15 a 64,464
01401012018,15 a 64,6
01401012021,15 a 64,39
01401012901,15 a 64,20
01401022005,15 a 64,0
01401022010,15 a 64,0
01401022014,15 a 64,16
01401022015,15 a 64,282
01401022017,15 a 64,0
01401022019,15 a 64,15
01401022022,15 a 64,0
01401022024,15 a 64,12
01401022029,15 a 64,0
01401032002,15 a 64,35
01401032006,15 a 64,0
01401032007,15 a 64,0
01401032011,15 a 64,255
01401032012,15 a 64,1245
01401032025,15 a 64,0
01401032026,15 a 64,10
01401032901,15 a 64,0
01401052004,15 a 64,0
01401052009,15 a 64,34
01401052016,15 a 64,0
01401052020,15 a 64,90
01401052901,15 a 64,83
01401062013,15 a 64,0
01401062023,15 a 64,0
01401072008,15 a 64,77
01401072027,15 a 64,0
01401991999,15 a 64,779
01402012001,15 a 64,37
01402012002,15 a 64,293
01402012003,15 a 64,87
01402012004,15 a 64,24
01402012005,15 a 64,82
01402012006,15 a 64,116
01402012007,15 a 64,27
01402012008,15 a 64,59
01402012009,15 a 64,30
01402012010,15 a 64,17
