geocodigo,edad,poblacion
04102171004,0 a 5,226
04102171005,0 a 5,466
04102171006,0 a 5,238
04102171007,0 a 5,140
04102181001,0 a 5,128
04102181002,0 a 5,210
04102181003,0 a 5,236
04102181004,0 a 5,434
04102181005,0 a 5,269
04102181006,0 a 5,591
04102181007,0 a 5,651
04102181008,0 a 5,234
04102181009,0 a 5,184
04102182004,0 a 5,0
04102991999,0 a 5,111
04103011001,0 a 5,330
04103011002,0 a 5,222
04103012003,0 a 5,0
04103012008,0 a 5,0
04103012009,0 a 5,0
04103012011,0 a 5,0
04103012014,0 a 5,0
04103012018,0 a 5,4
04103012019,0 a 5,0
04103012020,0 a 5,0
04103012901,0 a 5,4
04103022007,0 a 5,0
04103032005,0 a 5,28
04103032013,0 a 5,4
04103032901,0 a 5,0
04103042004,0 a 5,7
04103042006,0 a 5,0
04103991999,0 a 5,0
04104011001,0 a 5,78
04104012013,0 a 5,0
04104022002,0 a 5,87
04104022006,0 a 5,0
04104022026,0 a 5,0
04104022030,0 a 5,0
04104022901,0 a 5,0
04104032011,0 a 5,0
04104032014,0 a 5,0
04104032901,0 a 5,0
04104042003,0 a 5,20
04104042009,0 a 5,0
04104042010,0 a 5,0
04104042028,0 a 5,0
04104042901,0 a 5,0
04104052004,0 a 5,6
04104052017,0 a 5,7
04104052023,0 a 5,19
04104062004,0 a 5,0
04104062012,0 a 5,0
04104062901,0 a 5,5
04104072005,0 a 5,0
04104072015,0 a 5,0
04104072018,0 a 5,0
04104072020,0 a 5,0
04104072025,0 a 5,0
04104072901,0 a 5,0
04104082022,0 a 5,38
04104092001,0 a 5,0
04104092012,0 a 5,25
04104991999,0 a 5,0
04105012003,0 a 5,0
04105012010,0 a 5,0
04105022012,0 a 5,0
04105022901,0 a 5,0
04105032010,0 a 5,0
04105042013,0 a 5,0
04105052002,0 a 5,7
04105052004,0 a 5,23
04105052009,0 a 5,0
04105062001,0 a 5,7
04105062004,0 a 5,0
04105062006,0 a 5,62
04105072008,0 a 5,0
04105072011,0 a 5,4
04105072901,0 a 5,66
04105082007,0 a 5,6
04105992999,0 a 5,0
04106011001,0 a 5,331
04106011002,0 a 5,174
04106012011,0 a 5,0
04106012025,0 a 5,0
04106012032,0 a 5,0
04106012901,0 a 5,0
04106021001,0 a 5,226
04106021002,0 a 5,179
04106031001,0 a 5,126
04106032011,0 a 5,0
04106032014,0 a 5,4
04106032016,0 a 5,0
04106032031,0 a 5,0
04106032036,0 a 5,0
04106032039,0 a 5,0
04106032901,0 a 5,0
04106042012,0 a 5,7
04106042014,0 a 5,54
04106042044,0 a 5,0
04106052001,0 a 5,47
04106052012,0 a 5,0
04106052028,0 a 5,0
04106052041,0 a 5,154
04106062020,0 a 5,0
04106062022,0 a 5,41
04106062026,0 a 5,0
04106062029,0 a 5,0
04106062041,0 a 5,14
04106062050,0 a 5,0
04106062056,0 a 5,0
04106072002,0 a 5,0
04106072010,0 a 5,0
04106072045,0 a 5,0
04106072901,0 a 5,35
04106082017,0 a 5,0
04106082018,0 a 5,0
04106082027,0 a 5,46
04106082042,0 a 5,28
04106082047,0 a 5,0
04106082049,0 a 5,0
04106082051,0 a 5,0
04106082053,0 a 5,0
04106082901,0 a 5,0
04106092019,0 a 5,7
04106101001,0 a 5,57
04106102030,0 a 5,0
04106102033,0 a 5,0
04106102037,0 a 5,33
04106102040,0 a 5,0
04106102052,0 a 5,0
04106102054,0 a 5,0
04106102055,0 a 5,0
04106102901,0 a 5,5
04106112006,0 a 5,0
04106112009,0 a 5,0
04106112023,0 a 5,35
04106112901,0 a 5,0
04106122007,0 a 5,0
04106122057,0 a 5,0
04106122058,0 a 5,0
04106122901,0 a 5,0
04106132003,0 a 5,27
04106132013,0 a 5,0
04106132048,0 a 5,0
04106152004,0 a 5,0
04106152005,0 a 5,0
04106152024,0 a 5,0
04106152038,0 a 5,0
04106152901,0 a 5,0
04106991999,0 a 5,0
04201011001,0 a 5,216
04201011002,0 a 5,139
04201012014,0 a 5,0
04201012024,0 a 5,7
04201012027,0 a 5,0
04201021001,0 a 5,187
04201021002,0 a 5,146
04201021003,0 a 5,168
04201022013,0 a 5,0
04201022020,0 a 5,0
04201032901,0 a 5,6
04201042011,0 a 5,5
04201052003,0 a 5,0
04201052007,0 a 5,0
04201052009,0 a 5,0
04201052031,0 a 5,0
04201052032,0 a 5,4
04201052901,0 a 5,0
04201062002,0 a 5,54
04201062006,0 a 5,34
04201062018,0 a 5,47
04201062022,0 a 5,31
04201062025,0 a 5,9
04201062901,0 a 5,12
04201072026,0 a 5,42
04201072029,0 a 5,70
04201072036,0 a 5,25
04201082005,0 a 5,50
04201082008,0 a 5,12
04201082023,0 a 5,72
04201082030,0 a 5,19
04201091001,0 a 5,410
04201092004,0 a 5,0
04201092010,0 a 5,37
04201092016,0 a 5,64
04201102012,0 a 5,0
04201112001,0 a 5,0
04201112007,0 a 5,0
04201112028,0 a 5,0
04201112901,0 a 5,0
04201122018,0 a 5,0
04201122021,0 a 5,0
04201122035,0 a 5,23
04201991999,0 a 5,23
04202012004,0 a 5,0
04202012008,0 a 5,0
04202012016,0 a 5,0
04202012018,0 a 5,0
04202012021,0 a 5,0
04202012022,0 a 5,0
04202012025,0 a 5,0
04202012027,0 a 5,0
04202012901,0 a 5,0
04202022009,0 a 5,0
04202022038,0 a 5,12
04202032026,0 a 5,0
04202032033,0 a 5,48
04202032901,0 a 5,0
04202042017,0 a 5,0
04202042901,0 a 5,0
04202052002,0 a 5,0
04202052006,0 a 5,0
04202052010,0 a 5,0
04202052024,0 a 5,0
04202052032,0 a 5,0
04202052037,0 a 5,0
04202052901,0 a 5,0
04202062005,0 a 5,0
04202062010,0 a 5,4
04202062034,0 a 5,0
04202062901,0 a 5,0
04202072010,0 a 5,8
04202082010,0 a 5,0
04202092009,0 a 5,0
04202092030,0 a 5,0
04202102009,0 a 5,15
04202102031,0 a 5,0
04202112001,0 a 5,23
04202112009,0 a 5,44
04202112010,0 a 5,42
04202112011,0 a 5,17
04202121001,0 a 5,73
04202122010,0 a 5,19
04202122012,0 a 5,0
04202122013,0 a 5,0
04202122028,0 a 5,5
04202132003,0 a 5,0
04202132004,0 a 5,0
04202132014,0 a 5,0
04202132015,0 a 5,0
04202132023,0 a 5,0
04202132035,0 a 5,0
04202132901,0 a 5,0
04202142008,0 a 5,0
04202142019,0 a 5,0
04202142039,0 a 5,0
04202142901,0 a 5,6
04202991999,0 a 5,0
04203011001,0 a 5,174
04203011002,0 a 5,34
04203011003,0 a 5,315
04203011004,0 a 5,207
04203012008,0 a 5,0
04203012026,0 a 5,0
04203012027,0 a 5,0
04203012901,0 a 5,0
04203022004,0 a 5,0
04203022022,0 a 5,0
04203022901,0 a 5,0
04203032003,0 a 5,71
04203032013,0 a 5,0
04203032020,0 a 5,0
04203032030,0 a 5,7
04203032901,0 a 5,0
04203042009,0 a 5,7
04203042012,0 a 5,8
04203042023,0 a 5,0
04203042031,0 a 5,0
04203042034,0 a 5,0
04203052005,0 a 5,6
04203052016,0 a 5,38
04203052023,0 a 5,20
04203062007,0 a 5,6
04203062010,0 a 5,0
04203062014,0 a 5,0
04203062015,0 a 5,0
04203062019,0 a 5,0
04203062023,0 a 5,23
04203062901,0 a 5,0
04203071001,0 a 5,57
04203071002,0 a 5,67
04203072002,0 a 5,0
04203072019,0 a 5,0
04203072024,0 a 5,0
04203072025,0 a 5,10
04203072028,0 a 5,0
04203072029,0 a 5,0
04203072032,0 a 5,0
04203072035,0 a 5,4
04203072901,0 a 5,6
04203082006,0 a 5,0
04203991999,0 a 5,14
04204011001,0 a 5,327
04204011002,0 a 5,224
04204011003,0 a 5,318
04204012027,0 a 5,0
04204021001,0 a 5,43
04204022004,0 a 5,0
04204022009,0 a 5,0
04204032009,0 a 5,0
04204032012,0 a 5,10
04204032015,0 a 5,20
04204042001,0 a 5,20
04204042009,0 a 5,7
04204042015,0 a 5,21
04204042016,0 a 5,0
04204042020,0 a 5,0
04204042023,0 a 5,0
04204052009,0 a 5,0
04204052011,0 a 5,4
04204052016,0 a 5,0
04204052019,0 a 5,6
04204062028,0 a 5,15
04204072017,0 a 5,43
04204072029,0 a 5,10
04204082021,0 a 5,30
04204091001,0 a 5,107
04204092005,0 a 5,0
04204102010,0 a 5,80
04204102022,0 a 5,0
04204112002,0 a 5,0
04204112031,0 a 5,58
04204122007,0 a 5,26
04204122025,0 a 5,0
04204132026,0 a 5,43
04204141001,0 a 5,108
04204142003,0 a 5,19
04204142014,0 a 5,53
04204152008,0 a 5,13
04204152030,0 a 5,0
04204162006,0 a 5,43
04204172013,0 a 5,18
04204172018,0 a 5,19
04204172024,0 a 5,0
04204991999,0 a 5,17
04301011001,0 a 5,173
04301011002,0 a 5,184
04301011003,0 a 5,73
04301011004,0 a 5,323
04301011005,0 a 5,333
04301011006,0 a 5,411
04301011007,0 a 5,433
04301011008,0 a 5,224
04301012008,0 a 5,0
04301012009,0 a 5,0
04301012123,0 a 5,0
04301021001,0 a 5,42
04301021002,0 a 5,276
04301021003,0 a 5,394
04301022050,0 a 5,7
04301022072,0 a 5,0
04301022106,0 a 5,0
04301031001,0 a 5,291
04301031002,0 a 5,165
04301031003,0 a 5,213
04301031004,0 a 5,45
04301031005,0 a 5,117
04301031006,0 a 5,287
04301032090,0 a 5,7
04301041001,0 a 5,309
04301042040,0 a 5,113
04301042067,0 a 5,0
04301042069,0 a 5,13
04301042079,0 a 5,51
04301042094,0 a 5,56
04301042115,0 a 5,23
04301051001,0 a 5,97
04301052070,0 a 5,0
04301052078,0 a 5,8
04301052090,0 a 5,0
04301052122,0 a 5,39
04301062054,0 a 5,111
04301071001,0 a 5,442
04301071002,0 a 5,385
04301071003,0 a 5,264
04301072049,0 a 5,0
04301072054,0 a 5,0
04301072100,0 a 5,7
04301072113,0 a 5,5
04301081001,0 a 5,0
04301082031,0 a 5,57
04301082049,0 a 5,0
04301082074,0 a 5,0
04301082075,0 a 5,0
04301082123,0 a 5,0
04301092041,0 a 5,0
04301092105,0 a 5,0
04301102026,0 a 5,20
04301102041,0 a 5,0
04301112030,0 a 5,0
04301112901,0 a 5,0
04301122001,0 a 5,0
04301122026,0 a 5,0
04301122092,0 a 5,0
04301122901,0 a 5,0
04301132003,0 a 5,7
04301132051,0 a 5,0
04301132058,0 a 5,0
04301132108,0 a 5,0
04301132901,0 a 5,0
04301141001,0 a 5,119
04301141002,0 a 5,41
04301142024,0 a 5,10
04301142051,0 a 5,0
04301142063,0 a 5,11
04301142123,0 a 5,5
04301152019,0 a 5,55
04301152108,0 a 5,0
04301152124,0 a 5,26
04301152901,0 a 5,0
04301161001,0 a 5,254
04301162019,0 a 5,20
04301162048,0 a 5,4
04301162104,0 a 5,0
04301162116,0 a 5,34
04301172011,0 a 5,50
04301182062,0 a 5,18
04301182064,0 a 5,0
04301182111,0 a 5,34
04301192053,0 a 5,0
04301192070,0 a 5,16
04301192073,0 a 5,65
04301202077,0 a 5,13
04301212012,0 a 5,152
04301212013,0 a 5,0
04301212014,0 a 5,0
04301212071,0 a 5,0
04301212083,0 a 5,44
04301212103,0 a 5,17
04301212109,0 a 5,0
04301212112,0 a 5,33
04301212901,0 a 5,0
04301222002,0 a 5,8
04301222013,0 a 5,0
04301222037,0 a 5,35
04301222077,0 a 5,0
04301222099,0 a 5,0
04301232013,0 a 5,6
04301232018,0 a 5,0
04301232034,0 a 5,0
04301232037,0 a 5,0
04301232039,0 a 5,0
04301232044,0 a 5,0
04301232045,0 a 5,0
04301232046,0 a 5,0
04301232061,0 a 5,0
04301232098,0 a 5,0
04301232101,0 a 5,0
04301232901,0 a 5,5
04301242055,0 a 5,0
04301242057,0 a 5,0
04301242091,0 a 5,0
04301242096,0 a 5,0
04301242103,0 a 5,0
04301242120,0 a 5,0
04301242901,0 a 5,0
04301252029,0 a 5,0
04301262005,0 a 5,0
04301262010,0 a 5,5
04301262017,0 a 5,9
04301262022,0 a 5,0
04301262023,0 a 5,7
04301262042,0 a 5,9
04301262047,0 a 5,0
04301262076,0 a 5,0
04301262080,0 a 5,0
04301262095,0 a 5,16
04301262110,0 a 5,36
04301262114,0 a 5,7
04301262117,0 a 5,54
04301272005,0 a 5,114
04301272088,0 a 5,0
04301272089,0 a 5,0
04301282027,0 a 5,14
04301282901,0 a 5,0
04301292015,0 a 5,0
04301292020,0 a 5,8
04301292021,0 a 5,0
04301292025,0 a 5,0
04301292032,0 a 5,0
04301292033,0 a 5,0
04301292035,0 a 5,0
04301292036,0 a 5,0
04301292901,0 a 5,0
04301302016,0 a 5,0
04301302028,0 a 5,0
04301302052,0 a 5,0
04301302085,0 a 5,0
04301302087,0 a 5,0
04301302901,0 a 5,0
04301312028,0 a 5,0
04301312038,0 a 5,0
04301312119,0 a 5,0
04301312121,0 a 5,0
04301312901,0 a 5,0
04301322015,0 a 5,0
04301322056,0 a 5,0
04301322082,0 a 5,7
04301322086,0 a 5,0
04301332015,0 a 5,0
04301332017,0 a 5,5
04301332022,0 a 5,0
04301332042,0 a 5,10
04301332043,0 a 5,0
04301332901,0 a 5,0
04301991999,0 a 5,45
04302011001,0 a 5,119
04302012005,0 a 5,0
04302012014,0 a 5,0
04302012015,0 a 5,0
04302012017,0 a 5,0
04302012028,0 a 5,0
04302012034,0 a 5,0
04302021001,0 a 5,216
04302022006,0 a 5,0
04302022011,0 a 5,5
04302022016,0 a 5,0
04302022901,0 a 5,0
04302032011,0 a 5,0
04302032016,0 a 5,0
04302032901,0 a 5,0
04302042016,0 a 5,38
04302042033,0 a 5,0
04302052016,0 a 5,10
04302062008,0 a 5,0
04302062016,0 a 5,0
04302062030,0 a 5,28
04302062901,0 a 5,0
04302072003,0 a 5,38
04302072014,0 a 5,30
04302072016,0 a 5,14
04302072022,0 a 5,0
04302072035,0 a 5,0
04302072901,0 a 5,0
04302082003,0 a 5,0
04302082013,0 a 5,0
04302082014,0 a 5,0
04302082026,0 a 5,0
04302082029,0 a 5,6
04302092007,0 a 5,0
04302092036,0 a 5,0
04302092901,0 a 5,14
04302102002,0 a 5,0
04302102007,0 a 5,0
04302102010,0 a 5,0
04302102012,0 a 5,0
04302102024,0 a 5,6
04302102901,0 a 5,0
04302112021,0 a 5,28
04302122008,0 a 5,39
04302122009,0 a 5,0
04302122021,0 a 5,0
04302122901,0 a 5,0
04302132018,0 a 5,0
04302132023,0 a 5,4
04302142016,0 a 5,0
04302142019,0 a 5,0
04302142021,0 a 5,0
04302142031,0 a 5,0
04302152034,0 a 5,0
04302991999,0 a 5,0
04303011001,0 a 5,262
04303011002,0 a 5,88
04303012003,0 a 5,0
04303012036,0 a 5,0
04303012058,0 a 5,0
04303012078,0 a 5,0
04303022001,0 a 5,0
04303022006,0 a 5,0
04303022048,0 a 5,14
04303022058,0 a 5,37
04303022064,0 a 5,49
04303022085,0 a 5,0
04303022901,0 a 5,8
04303032003,0 a 5,0
04303042006,0 a 5,40
04303042060,0 a 5,31
04303042069,0 a 5,8
04303052045,0 a 5,0
04303052060,0 a 5,0
04303052070,0 a 5,13
04303052087,0 a 5,75
04303062053,0 a 5,0
04303062066,0 a 5,8
04303062071,0 a 5,0
04303062073,0 a 5,0
04303062094,0 a 5,8
04303062901,0 a 5,6
04303072051,0 a 5,0
04303072052,0 a 5,0
04303072080,0 a 5,0
04303072081,0 a 5,0
04303072901,0 a 5,0
04303082039,0 a 5,0
04303082044,0 a 5,0
04303082068,0 a 5,0
04303082079,0 a 5,5
04303082080,0 a 5,0
04303082081,0 a 5,0
04303082083,0 a 5,19
04303082901,0 a 5,0
04303092034,0 a 5,0
04303092047,0 a 5,0
04303092057,0 a 5,0
04303092067,0 a 5,19
04303092075,0 a 5,0
04303092084,0 a 5,11
04303092093,0 a 5,0
04303102020,0 a 5,0
04303102025,0 a 5,0
04303102033,0 a 5,0
04303102092,0 a 5,126
04303102901,0 a 5,5
04303112004,0 a 5,89
04303112008,0 a 5,0
04303112038,0 a 5,0
04303112041,0 a 5,10
04303112043,0 a 5,0
04303112901,0 a 5,7
04303122002,0 a 5,0
04303122012,0 a 5,23
04303122019,0 a 5,0
04303122050,0 a 5,0
04303132002,0 a 5,0
04303132021,0 a 5,8
04303132055,0 a 5,0
04303132082,0 a 5,4
04303132090,0 a 5,0
04303132901,0 a 5,0
04303142011,0 a 5,27
04303142018,0 a 5,0
04303142049,0 a 5,24
04303142901,0 a 5,6
04303152005,0 a 5,0
04303152035,0 a 5,0
04303152077,0 a 5,14
04303152082,0 a 5,11
04303162036,0 a 5,0
04303162091,0 a 5,4
04303171001,0 a 5,397
04303171002,0 a 5,20
04303172054,0 a 5,17
04303172072,0 a 5,0
04303172901,0 a 5,11
04303182013,0 a 5,0
04303182031,0 a 5,0
04303182062,0 a 5,96
04303182901,0 a 5,0
04303192022,0 a 5,0
04303192024,0 a 5,0
04303192056,0 a 5,0
04303192059,0 a 5,13
04303192062,0 a 5,0
04303192901,0 a 5,0
04303202014,0 a 5,6
04303202028,0 a 5,0
04303202901,0 a 5,0
04303211001,0 a 5,200
04303212007,0 a 5,0
04303212009,0 a 5,0
04303212015,0 a 5,0
04303212027,0 a 5,0
04303212028,0 a 5,0
04303212031,0 a 5,0
04303212076,0 a 5,26
04303212901,0 a 5,0
04303222029,0 a 5,10
04303222030,0 a 5,0
04303222074,0 a 5,34
04303991999,0 a 5,0
04304011001,0 a 5,178
04304011002,0 a 5,215
04304012003,0 a 5,0
04304012004,0 a 5,0
04304012007,0 a 5,0
04304012009,0 a 5,129
04304012017,0 a 5,53
04304022003,0 a 5,5
04304022008,0 a 5,0
04304032003,0 a 5,0
04304032004,0 a 5,5
04304032005,0 a 5,0
04304042002,0 a 5,0
04304042006,0 a 5,15
04304042009,0 a 5,15
04304042010,0 a 5,12
04304042013,0 a 5,10
04304042014,0 a 5,18
04304042015,0 a 5,9
04304042017,0 a 5,0
04304042020,0 a 5,0
04304052001,0 a 5,7
04304052011,0 a 5,0
04304052016,0 a 5,0
04304052018,0 a 5,0
04304052019,0 a 5,0
04304052023,0 a 5,5
04304062012,0 a 5,0
04304062021,0 a 5,4
04304991999,0 a 5,4
04305012023,0 a 5,0
04305012029,0 a 5,14
04305022002,0 a 5,0
04305022022,0 a 5,0
04305022901,0 a 5,0
04305032013,0 a 5,0
04305032015,0 a 5,0
04305032018,0 a 5,0
04305032020,0 a 5,0
04305032027,0 a 5,7
04305032033,0 a 5,0
04305032035,0 a 5,22
04305042007,0 a 5,0
04305042009,0 a 5,0
04305042014,0 a 5,0
04305042018,0 a 5,0
04305042025,0 a 5,6
04305042034,0 a 5,28
04305042036,0 a 5,8
04305052002,0 a 5,0
04305052005,0 a 5,0
04305052011,0 a 5,5
04305052012,0 a 5,0
04305052026,0 a 5,0
04305052037,0 a 5,0
04305052901,0 a 5,0
04305062003,0 a 5,0
04305062021,0 a 5,0
04305062030,0 a 5,0
04305062037,0 a 5,0
04305062039,0 a 5,0
04305062901,0 a 5,0
04305072004,0 a 5,0
04305072008,0 a 5,0
04305072016,0 a 5,0
04305072024,0 a 5,0
04305072028,0 a 5,17
04305072901,0 a 5,0
04305082017,0 a 5,0
04305082024,0 a 5,0
04305092001,0 a 5,18
04305092013,0 a 5,0
04305092038,0 a 5,0
04305092901,0 a 5,12
04305102010,0 a 5,6
04305102014,0 a 5,0
04305992999,0 a 5,0
05101011001,0 a 5,104
05101011002,0 a 5,187
05101011003,0 a 5,92
05101011004,0 a 5,209
05101011005,0 a 5,181
05101011006,0 a 5,164
05101011007,0 a 5,231
05101021001,0 a 5,33
05101021002,0 a 5,63
05101021003,0 a 5,61
05101021004,0 a 5,32
05101031001,0 a 5,87
05101031002,0 a 5,102
05101031003,0 a 5,50
05101031004,0 a 5,40
05101031005,0 a 5,25
05101031006,0 a 5,43
05101031007,0 a 5,103
05101031008,0 a 5,132
05101031009,0 a 5,73
05101031010,0 a 5,126
05101031011,0 a 5,154
05101031012,0 a 5,50
05101041001,0 a 5,0
05101051001,0 a 5,90
05101051002,0 a 5,108
05101051003,0 a 5,91
05101051004,0 a 5,230
05101051005,0 a 5,125
05101051006,0 a 5,310
05101051007,0 a 5,157
05101061001,0 a 5,17
05101061002,0 a 5,21
05101061003,0 a 5,90
05101061004,0 a 5,42
05101061005,0 a 5,83
05101071001,0 a 5,44
05101081001,0 a 5,22
05101081002,0 a 5,33
05101081003,0 a 5,45
05101081004,0 a 5,31
05101081005,0 a 5,19
05101081006,0 a 5,86
05101081007,0 a 5,132
05101081008,0 a 5,57
05101081009,0 a 5,130
05101081010,0 a 5,86
05101081011,0 a 5,76
05101091001,0 a 5,59
05101091002,0 a 5,59
05101091003,0 a 5,67
05101091004,0 a 5,113
05101101001,0 a 5,48
05101101002,0 a 5,42
05101101003,0 a 5,33
05101101004,0 a 5,26
05101101005,0 a 5,33
05101101006,0 a 5,61
05101101007,0 a 5,8
05101101008,0 a 5,167
05101101009,0 a 5,264
05101111001,0 a 5,42
05101121001,0 a 5,32
05101121002,0 a 5,79
05101121003,0 a 5,60
05101131001,0 a 5,97
05101131002,0 a 5,26
05101131003,0 a 5,38
05101131004,0 a 5,50
05101131005,0 a 5,42
05101141001,0 a 5,80
05101141002,0 a 5,88
05101141003,0 a 5,44
05101141004,0 a 5,41
05101141005,0 a 5,42
05101141006,0 a 5,80
05101151001,0 a 5,12
05101151002,0 a 5,19
05101151003,0 a 5,37
05101151004,0 a 5,20
05101151005,0 a 5,30
05101151006,0 a 5,34
05101151007,0 a 5,108
05101161001,0 a 5,18
05101161002,0 a 5,42
05101161003,0 a 5,32
05101161004,0 a 5,51
05101161005,0 a 5,16
05101161006,0 a 5,40
05101161007,0 a 5,62
05101161008,0 a 5,80
05101161009,0 a 5,60
05101161010,0 a 5,79
05101161011,0 a 5,137
05101161012,0 a 5,150
05101171001,0 a 5,18
05101171002,0 a 5,31
05101171003,0 a 5,100
05101171004,0 a 5,55
05101171005,0 a 5,93
05101171006,0 a 5,46
05101171007,0 a 5,63
05101171008,0 a 5,5
05101171009,0 a 5,68
05101171010,0 a 5,63
05101181001,0 a 5,74
05101181002,0 a 5,116
05101181003,0 a 5,54
05101181004,0 a 5,55
05101191001,0 a 5,24
05101191002,0 a 5,88
05101191003,0 a 5,39
05101191004,0 a 5,96
05101191005,0 a 5,172
05101191006,0 a 5,138
05101191007,0 a 5,181
05101191008,0 a 5,129
05101201001,0 a 5,202
05101201002,0 a 5,91
05101201003,0 a 5,284
05101201004,0 a 5,166
05101201005,0 a 5,43
05101201006,0 a 5,95
05101201007,0 a 5,99
05101201008,0 a 5,265
05101211001,0 a 5,556
05101211002,0 a 5,279
05101211003,0 a 5,222
05101211004,0 a 5,246
05101211005,0 a 5,325
05101211006,0 a 5,414
05101211007,0 a 5,428
05101211008,0 a 5,239
05101212004,0 a 5,0
05101212901,0 a 5,0
05101221001,0 a 5,454
05101222003,0 a 5,0
05101231001,0 a 5,122
05101231002,0 a 5,83
05101231003,0 a 5,132
05101231004,0 a 5,116
05101231005,0 a 5,148
05101231006,0 a 5,77
05101231007,0 a 5,41
05101231008,0 a 5,69
05101231009,0 a 5,98
05101231010,0 a 5,106
05101231011,0 a 5,72
05101231012,0 a 5,107
05101231013,0 a 5,59
05101232002,0 a 5,27
05101242001,0 a 5,0
05101251001,0 a 5,45
05101251002,0 a 5,73
05101251003,0 a 5,102
05101251004,0 a 5,40
05101251005,0 a 5,12
05101251006,0 a 5,10
05101251007,0 a 5,4
05101251008,0 a 5,61
05101251009,0 a 5,283
05101251010,0 a 5,238
05101251011,0 a 5,503
05101251012,0 a 5,197
05101261001,0 a 5,71
05101261002,0 a 5,103
05101261003,0 a 5,145
05101261004,0 a 5,301
05101261005,0 a 5,147
05101261006,0 a 5,119
05101261007,0 a 5,290
05101261008,0 a 5,387
05101262006,0 a 5,0
05101991999,0 a 5,42
05102011001,0 a 5,451
05102011002,0 a 5,304
05102011003,0 a 5,105
05102011004,0 a 5,285
05102011005,0 a 5,129
05102012002,0 a 5,10
05102012029,0 a 5,9
05102012038,0 a 5,0
05102022010,0 a 5,4
05102022015,0 a 5,0
05102022025,0 a 5,0
05102022031,0 a 5,0
05102022039,0 a 5,8
05102031001,0 a 5,14
05102032007,0 a 5,4
05102032011,0 a 5,80
05102032027,0 a 5,0
05102042018,0 a 5,0
05102042019,0 a 5,0
05102052006,0 a 5,0
05102052008,0 a 5,11
05102052012,0 a 5,36
05102052024,0 a 5,7
05102052901,0 a 5,0
05102062012,0 a 5,13
05102062041,0 a 5,0
05102062042,0 a 5,0
05102062901,0 a 5,0
05102072034,0 a 5,0
05102082005,0 a 5,0
05102082013,0 a 5,11
05102082030,0 a 5,4
05102082035,0 a 5,0
05102092003,0 a 5,0
05102092040,0 a 5,0
05102092901,0 a 5,0
05102102003,0 a 5,0
05102102033,0 a 5,42
05102102036,0 a 5,0
05102112023,0 a 5,0
05102112026,0 a 5,16
05102112028,0 a 5,0
05102112030,0 a 5,0
05102122009,0 a 5,65
05102122017,0 a 5,20
05102122021,0 a 5,24
05102122037,0 a 5,0
05102131001,0 a 5,28
05102132002,0 a 5,0
05102132004,0 a 5,6
05102132020,0 a 5,0
05102132022,0 a 5,0
05102132032,0 a 5,0
05102132901,0 a 5,0
05102991999,0 a 5,0
05103011001,0 a 5,50
05103011002,0 a 5,84
05103011003,0 a 5,368
05103011004,0 a 5,427
05103011005,0 a 5,259
05103011006,0 a 5,125
05103011007,0 a 5,247
05103011008,0 a 5,116
05103011010,0 a 5,315
05103011011,0 a 5,97
05103011012,0 a 5,20
05103011013,0 a 5,97
05103011014,0 a 5,297
05103021001,0 a 5,26
05103022001,0 a 5,206
05103022002,0 a 5,0
05103991999,0 a 5,0
05104012001,0 a 5,4
05104012002,0 a 5,74
05104012901,0 a 5,0
05104992999,0 a 5,0
05105011001,0 a 5,85
05105011002,0 a 5,0
05105011003,0 a 5,74
05105012004,0 a 5,4
05105012012,0 a 5,0
05105012015,0 a 5,0
05105021001,0 a 5,85
05105021002,0 a 5,0
05105021003,0 a 5,14
05105022012,0 a 5,0
05105022901,0 a 5,4
05105032005,0 a 5,0
05105032008,0 a 5,0
05105041001,0 a 5,252
05105042002,0 a 5,0
05105042003,0 a 5,0
05105042013,0 a 5,0
05105042015,0 a 5,6
05105042016,0 a 5,0
05105052014,0 a 5,54
05105062009,0 a 5,0
05105062901,0 a 5,0
05105072011,0 a 5,0
05105081001,0 a 5,45
05105081002,0 a 5,75
05105081003,0 a 5,78
05105081004,0 a 5,0
05105081005,0 a 5,36
05105081006,0 a 5,95
05105081007,0 a 5,87
05105082001,0 a 5,57
05105082010,0 a 5,0
05105991999,0 a 5,4
05107011001,0 a 5,167
05107011002,0 a 5,86
05107011003,0 a 5,128
05107011004,0 a 5,107
05107011005,0 a 5,6
05107011006,0 a 5,22
05107011007,0 a 5,80
05107011008,0 a 5,27
05107011009,0 a 5,68
05107011010,0 a 5,88
05107011011,0 a 5,244
05107011012,0 a 5,320
05107011013,0 a 5,245
05107012005,0 a 5,0
05107012010,0 a 5,0
05107022004,0 a 5,0
05107022009,0 a 5,0
05107022013,0 a 5,39
05107022016,0 a 5,38
05107022901,0 a 5,0
05107032002,0 a 5,46
05107032003,0 a 5,15
05107032006,0 a 5,33
05107032007,0 a 5,0
05107032011,0 a 5,8
05107032012,0 a 5,68
05107032014,0 a 5,0
05107032015,0 a 5,0
05107991999,0 a 5,48
05109011001,0 a 5,40
05109011002,0 a 5,50
05109011003,0 a 5,32
05109011004,0 a 5,36
05109021001,0 a 5,46
05109021002,0 a 5,53
05109021003,0 a 5,71
05109021004,0 a 5,41
05109031001,0 a 5,50
05109031002,0 a 5,89
05109031003,0 a 5,65
05109041001,0 a 5,95
05109041002,0 a 5,123
05109041003,0 a 5,228
05109041004,0 a 5,184
